smiles,gas,dsrate,loss,td
N#Cc1ccc(Oc2cccc(C3OCC4(CO3)COC(c3cccc(Oc5ccc(C#N)c(C#N)c5)c3)OC4)c2)cc1C#N,air,10,10,504.6
N#Cc1ccc(Oc2ccccc2C2OCC3(CO2)COC(c2ccccc2Oc2ccc(C#N)c(C#N)c2)OC3)cc1C#N,N2,10,5,434.6
N#Cc1ccc(Oc2ccccc2C2OCC3(CO2)COC(c2ccccc2Oc2ccc(C#N)c(C#N)c2)OC3)cc1C#N,N2,10,10,464.1
N#Cc1ccc(Oc2ccccc2C2OCC3(CO2)COC(c2ccccc2Oc2ccc(C#N)c(C#N)c2)OC3)cc1C#N,air,10,5,399.4
N#Cc1ccc(Oc2ccccc2C2OCC3(CO2)COC(c2ccccc2Oc2ccc(C#N)c(C#N)c2)OC3)cc1C#N,air,10,10,496.7
CC(C)c1cc(C2(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C%10(c%11ccc(Oc%12ccc(N)cc%12C(F)(F)F)c(C(C)C)c%11)c%11ccccc%11-c%11ccccc%11%10)cc9C(C)C)c(C(F)(F)F)c7)C8=O)cc6C5=O)cc4C(F)(F)F)c(C(C)C)c3)c3ccccc3-c3ccccc32)ccc1Oc1ccc(N)cc1C(F)(F)F,N2,20,5,479
CC(C)c1cc(C2(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C%10(c%11ccc(Oc%12ccc(N)cc%12C(F)(F)F)c(C(C)C)c%11)c%11ccccc%11-c%11ccccc%11%10)cc9C(C)C)c(C(F)(F)F)c7)C8=O)cc6C5=O)cc4C(F)(F)F)c(C(C)C)c3)c3ccccc3-c3ccccc32)ccc1Oc1ccc(N)cc1C(F)(F)F,air,20,5,473
CC(C)c1cc(C2(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(C%10(c%11ccc(Oc%12ccc(N)cc%12C(F)(F)F)c(C(C)C)c%11)c%11ccccc%11-c%11ccccc%11%10)cc9C(C)C)c(C(F)(F)F)c7)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C(F)(F)F)c(C(C)C)c3)c3ccccc3-c3ccccc32)ccc1Oc1ccc(N)cc1C(F)(F)F,N2,20,5,478
N#Cc1ccc(Oc2ccc3cccc(N)c3c2)cc1C#N,N2,20,5,513
N#Cc1ccc(Oc2ccc3cccc(N)c3c2)cc1C#N,N2,20,10,590
N#Cc1ccc(Oc2ccc3cccc(N)c3c2)cc1C#N,air,20,5,505
N#Cc1ccc(Oc2ccc3cccc(N)c3c2)cc1C#N,air,20,10,544
CC(C)(c1ccc(Oc2ccc(C#N)c(C#N)c2)c(N)c1)c1ccc(Oc2ccc(C#N)c(C#N)c2)c(N)c1,N2,10,5,444
CC(C)(c1ccc(Oc2ccc(C#N)c(C#N)c2)c(N)c1)c1ccc(Oc2ccc(C#N)c(C#N)c2)c(N)c1,N2,10,10,506
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(-n3c(=O)c4cc5c(=O)n(-c6cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c6)c(=O)c5cc4c3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,532
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c5)C6=O)cc4C3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,534
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c5)C6=O)cc4C3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,532
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,530
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c5)C6=O)cc4C3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,506
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5cc(-c7ccccc7)c(Oc7c(-c8ccccc8)cc(N)cc7-c7ccccc7)c(-c7ccccc7)c5)C6=O)cc4C3=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,10,520
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(c3cc(-c4ccccc4)c(Oc4c(-c6ccccc6)cc(N)cc4-c4ccccc4)c(-c4ccccc4)c3)C5=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,5,542
Nc1cc(-c2ccccc2)c(Oc2c(-c3ccccc3)cc(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)N(c3cc(-c4ccccc4)c(Oc4c(-c6ccccc6)cc(N)cc4-c4ccccc4)c(-c4ccccc4)c3)C5=O)cc2-c2ccccc2)c(-c2ccccc2)c1,N2,10,10,552
N#Cc1ccc(Oc2ccc(Oc3cccc(Oc4ccc(-c5ccc(Oc6cccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)c6C#N)cc5)cc4)c3C#N)cc2)cc1C#N,N2,20,5,543.96
N#Cc1ccc(Oc2ccc(Oc3cccc(Oc4ccc(-c5ccc(Oc6cccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)c6C#N)cc5)cc4)c3C#N)cc2)cc1C#N,N2,20,10,576.7
N#Cc1ccc(Oc2ccc(Oc3cccc(Oc4ccc(-c5ccc(Oc6cccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)c6C#N)cc5)cc4)c3C#N)cc2)cc1C#N,N2,20,5,533
N#Cc1ccc(Oc2ccc(Oc3cccc(Oc4ccc(-c5ccc(Oc6cccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)c6C#N)cc5)cc4)c3C#N)cc2)cc1C#N,air,20,5,533.6
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)cc9)O8)cc7)cc6)cc5)cc4)O3)cc2)cc1,N2,10,5,458
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)cc9)O8)cc7)cc6)cc5)cc4)O3)cc2)cc1,air,10,5,460
N#Cc1ccc(Oc2ccc(Cc3ccc(Oc4ccc(C#N)c(C#N)c4)cc3)cc2)cc1C#N,N2,10,5,491
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)c(-c%10ccccc%10)c9)O8)cc7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4)O3)cc2-c2ccccc2)cc1,N2,10,5,466
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)c(-c%10ccccc%10)c9)O8)cc7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4)O3)cc2-c2ccccc2)cc1,air,10,5,470
CC(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,N2,10,5,495
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)c(C#Cc%10ccccc%10)c9)O8)cc7C#Cc7ccccc7)cc6)cc5)c(C#Cc5ccccc5)c4)O3)cc2C#Cc2ccccc2)cc1,N2,10,5,485
C#Cc1ccc(Oc2ccc(C3N=NC(c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(C8N=NC(c9ccc(Oc%10ccc(C#C)cc%10)c(C#Cc%10ccccc%10)c9)O8)cc7C#Cc7ccccc7)cc6)cc5)c(C#Cc5ccccc5)c4)O3)cc2C#Cc2ccccc2)cc1,air,10,5,465
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)cc9)o8)cc7)cc6)cc5)cc4)o3)cc2)cc1,N2,10,5,458
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)cc9)o8)cc7)cc6)cc5)cc4)o3)cc2)cc1,Ar,10,5,460
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)c(-c%10ccccc%10)c9)o8)cc7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4)o3)cc2-c2ccccc2)cc1,N2,10,5,466
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)c(-c%10ccccc%10)c9)o8)cc7-c7ccccc7)cc6)cc5)c(-c5ccccc5)c4)o3)cc2-c2ccccc2)cc1,Ar,10,5,470
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)c(C#Cc%10ccccc%10)c9)o8)cc7C#Cc7ccccc7)cc6)cc5)c(C#Cc5ccccc5)c4)o3)cc2C#Cc2ccccc2)cc1,N2,10,5,485
C#Cc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(C#C[Si](C)(C)C#Cc6ccc(Oc7ccc(-c8nnc(-c9ccc(Oc%10ccc(C#C)cc%10)c(C#Cc%10ccccc%10)c9)o8)cc7C#Cc7ccccc7)cc6)cc5)c(C#Cc5ccccc5)c4)o3)cc2C#Cc2ccccc2)cc1,Ar,10,5,465
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C#N)c(C#N)c4)cc2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C#N)c(C#N)c4)cc2)C3=O)cc1,N2,20,10,505
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1C#N,N2,20,5,548
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1C#N,N2,20,10,583
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1C#N,N2,20,20,609
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1C#N,N2,20,30,661
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)cc4C3=O)cc2)cc1C#N,N2,20,5,494
N#Cc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C#N)c(C#N)c7)cc5)C6=O)cc4C3=O)cc2)cc1C#N,N2,20,10,546
N#Cc1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)c(-c4cc(C(=O)Nc5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)ccc4C(=O)Nc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)c3)cc2)cc1C#N,N2,10,5,514
N#Cc1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)c(-c4cc(C(=O)Nc5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)ccc4C(=O)Nc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)c3)cc2)cc1C#N,N2,10,10,550
N#Cc1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn(-c7ccc(C(=O)Nc8ccc(Oc9ccc(NC(=O)c%10ccc(C#N)cc%10)cc9)cc8)cc7)c(=O)c7ccccc67)cc5)cc4)cc3)cc2)cc1,N2,20,5,464
N#Cc1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn(-c7ccc(C(=O)Nc8ccc(Oc9ccc(NC(=O)c%10ccc(C#N)cc%10)cc9)cc8)cc7)c(=O)c7ccccc67)cc5)cc4)cc3)cc2)cc1,N2,20,10,531
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,5,594
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,10,621
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,5,564
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,10,603
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4nc5cc(N)ccc5[nH]4)cc2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4nc5cc(N)ccc5[nH]4)cc2)C3=O)cc1,N2,5,5,506
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4nc5cc(N)ccc5[nH]4)cc2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4nc5cc(N)ccc5[nH]4)cc2)C3=O)cc1,N2,5,10,537
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,5,595
Nc1ccc2[nH]c(-c3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(c6ccc(-c8nc9cc(N)ccc9[nH]8)cc6)C7=O)cc5C4=O)cc3)nc2c1,N2,5,10,621
Nc1ccc2[nH]c(-c3ccc(-n4c(=O)c5cc6c(=O)n(-c7ccc(-c8nc9cc(N)ccc9[nH]8)cc7)c(=O)c6cc5c4=O)cc3)nc2c1,N2,5,5,570
Nc1ccc2[nH]c(-c3ccc(-n4c(=O)c5cc6c(=O)n(-c7ccc(-c8nc9cc(N)ccc9[nH]8)cc7)c(=O)c6cc5c4=O)cc3)nc2c1,N2,5,10,605
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)n5)cc4)cc3)cc2)cc1C#N,N2,10,5,575
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)n5)cc4)cc3)cc2)cc1C#N,N2,10,10,622
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)n5)cc4)cc3)cc2)cc1C#N,air,10,5,553
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(-c6ccc(Oc7ccc(-c8ccc(Oc9ccc(C#N)c(C#N)c9)cc8)cc7)cc6)nc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)n5)cc4)cc3)cc2)cc1C#N,air,10,10,580
N#Cc1ccc(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(Oc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)nc(-c5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)n4)cc3)cc2)cc1C#N,N2,10,5,546
N#Cc1ccc(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(Oc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)nc(-c5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)n4)cc3)cc2)cc1C#N,N2,10,10,590
N#Cc1ccc(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(Oc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)nc(-c5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)n4)cc3)cc2)cc1C#N,air,10,5,533
N#Cc1ccc(Oc2ccc(Oc3ccc(-c4nc(-c5ccc(Oc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)nc(-c5ccc(Oc6ccc(C#N)c(C#N)c6)cc5)n4)cc3)cc2)cc1C#N,air,10,10,561
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)n3)cc2)cc1C#N,N2,10,5,558
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)n3)cc2)cc1C#N,N2,10,10,600
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)n3)cc2)cc1C#N,air,10,5,531
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)nc(-c4ccc(Oc5cccc(Oc6ccc(C#N)c(C#N)c6)c5)cc4)n3)cc2)cc1C#N,air,10,10,555
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)n3)cc2)cc1C#N,N2,10,5,551
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)n3)cc2)cc1C#N,N2,10,10,594
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)n3)cc2)cc1C#N,air,10,5,482
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)nc(-c4ccc(Oc5ccc6c(Oc7ccc(C#N)c(C#N)c7)cccc6c5)cc4)n3)cc2)cc1C#N,air,10,10,506
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)n3)cc2)cc1C#N,N2,10,5,566
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)n3)cc2)cc1C#N,N2,10,10,605
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)n3)cc2)cc1C#N,air,10,5,519
N#Cc1ccc(Oc2ccc(-c3nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)nc(-c4ccc(Oc5ccc6cc(Oc7ccc(C#N)c(C#N)c7)ccc6c5)cc4)n3)cc2)cc1C#N,air,10,10,541
N#Cc1ccc(Oc2ccc(OP3(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=NP(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=NP(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=N3)cc2)cc1C#N,N2,10,5,527
N#Cc1ccc(Oc2ccc(OP3(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=NP(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=NP(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)(Oc4ccc(Oc5ccc(C#N)c(C#N)c5)cc4)=N3)cc2)cc1C#N,air,10,5,510
C[Si](C)(O[Si](C)(C)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,Ar,10,5,503
C[Si](C)(O[Si](C)(C)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,Ar,10,10,538
C[Si](C)(O[Si](C)(C)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,air,10,5,495
C[Si](C)(O[Si](C)(C)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,air,10,10,579
CC(C)(c1cccc(OC[Si](C)(C)O)c1)c1cccc(Oc2ccc(C#N)c(C#N)c2)c1,air,10,5,420
CC(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,N2,20,5,396
CC(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)(c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1)c1ccc(Oc2ccc(C#N)c(C#N)c2)cc1,air,20,5,400
N#Cc1c(Oc2ccc(O)cc2)cccc1Oc1ccc(C2(c3ccc(O)cc3)OC(=O)c3ccccc32)cc1,N2,10,5,477
N#Cc1c(Oc2ccc(O)cc2)cccc1Oc1ccc(C2(c3ccc(O)cc3)OC(=O)c3ccccc32)cc1,N2,10,30,593
N#Cc1ccc(Oc2cccc(OP(=O)(Oc3cccc(Oc4ccc(C#N)c(C#N)c4)c3)Oc3cccc(Oc4ccc(C#N)c(C#N)c4)c3)c2)cc1C#N,N2,10,5,501
C=CCOc1ccc(Oc2ccc(C#N)c(C#N)c2)cc1OC,N2,10,5,482
C#CCOc1ccc(Oc2ccc(C#N)c(C#N)c2)cc1OC,N2,10,5,477
N#Cc1ccc(Oc2ccc(/C=C/c3cc(Oc4ccc(C#N)c(C#N)c4)cc(Oc4ccc(C#N)c(C#N)c4)c3)cc2)cc1C#N,N2,10,5,510
N#Cc1ccc(Oc2ccc(/C=C/c3cc(Oc4ccc(C#N)c(C#N)c4)cc(Oc4ccc(C#N)c(C#N)c4)c3)cc2)cc1C#N,air,10,5,575
N#Cc1ccc(Oc2ccc(/C=C/c3cc(Oc4ccc(C#N)c(C#N)c4)cc(Oc4ccc(C#N)c(C#N)c4)c3)cc2)cc1C#N,air,10,5,460
N#Cc1ccc(Oc2ccc(CCc3cc(Oc4ccc(C#N)c(C#N)c4)cc(Oc4ccc(C#N)c(C#N)c4)c3)cc2)cc1C#N,N2,10,5,500
N#Cc1ccc(Oc2ccc(CCc3cc(Oc4ccc(C#N)c(C#N)c4)cc(Oc4ccc(C#N)c(C#N)c4)c3)cc2)cc1C#N,air,10,5,438
c1ccc(B2Oc3ccccc3O2)cc1,N2,10,5,348
c1ccc(B2Oc3ccccc3O2)cc1,N2,10,10,399
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4cccc(Oc5ccc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)c4C#N)cc3)cc2)cc1C#N,N2,20,5,566
N#Cc1ccc(Oc2ccc(-c3ccc(Oc4cccc(Oc5ccc(-c6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)cc5)c4C#N)cc3)cc2)cc1C#N,air,20,5,565
N#Cc1ccc(Oc2ccccc2Cc2cccc(Cc3cccc(Cc4ccccc4O)c3O)c2Oc2ccc(C#N)c(C#N)c2)cc1C#N,N2,10,5,492
N#Cc1ccc(Oc2ccccc2Cc2cccc(Cc3cccc(Cc4ccccc4O)c3O)c2Oc2ccc(C#N)c(C#N)c2)cc1C#N,N2,10,10,538
C=COc1ccccc1Cc1cccc(Cc2cccc(Cc3ccccc3Oc3ccc(C#N)c(C#N)c3)c2Oc2ccc(C#N)c(C#N)c2)c1OC=C,N2,10,5,494
